Region,Algoritmo,RMSE,R2
1,RF50,31.45341436451396,0.7299876823738056
1,RF50,32.31687633717354,0.7149593913565518
1,RF50,35.24748371242967,0.6609184021900322
1,RF50,30.816848869074292,0.7408063002116059
1,RF50,29.45386503077925,0.7632267863854295
1,RF50,36.00795867177419,0.6461289889857753
1,RF50,37.538907223786936,0.6153982679090404
1,RF50,32.00393719609504,0.7204530212664046
1,RF50,30.576097711483477,0.7448402904776852
1,RF50,37.15338581843323,0.6232573581001093
1,RF50,35.92509332836652,0.6477558460800178
1,RF50,35.248858962530456,0.6608919417991229
1,RF50,34.25618230637367,0.6797228860895705
1,RF50,38.89138704029764,0.5871855901602783
1,RF50,33.398117581218706,0.6955668351214507
1,RF50,33.37815794909522,0.6959306016276572
1,RF50,33.4762410853063,0.6941409342692861
1,RF50,36.09723965271766,0.6443719819002178
1,RF50,34.04096553968045,0.6837345695127323
1,RF50,35.47197298569694,0.6565854640032709
1,RF50,29.711230070373652,0.7590709053898713
1,RF50,37.41282588204055,0.6179774409775061
1,RF50,28.657685299058475,0.7758544081047662
1,RF50,35.492295845208474,0.656191848195711
1,RF50,33.66029728899612,0.6907683920985681
1,RF50,32.41821814937506,0.713168882653753
1,RF50,36.111722525568425,0.644086555720357
1,RF50,33.36876641530609,0.6961016881379256
1,RF50,36.349094894301956,0.639392141837846
1,RF50,36.32062914340212,0.639956720082947
2,RF50,25.024337450150934,0.8607194547329706
2,RF50,30.28224481909919,0.7960416851334253
2,RF50,26.260124997328884,0.8466234867394575
2,RF50,26.91106988122631,0.8389253446886922
2,RF50,27.136160042980123,0.8362195475327939
2,RF50,27.289680407678,0.83436115941376
2,RF50,26.88296066815242,0.8392616610963693
2,RF50,30.219459601858,0.7968865559197641
2,RF50,24.428358511085023,0.867274658074236
2,RF50,28.549262249458412,0.8187178419133772
2,RF50,26.196507137147748,0.8473657274042888
2,RF50,26.617660172038946,0.8424185708472479
2,RF50,26.33874299856162,0.8457037496961117
2,RF50,27.210361527748283,0.8353226359538586
2,RF50,27.21178880566575,0.8353053597019932
2,RF50,23.349957482679493,0.8787344416139388
2,RF50,26.895267380467033,0.839114459059445
2,RF50,25.596272479198262,0.8542801444447908
2,RF50,27.985702300888835,0.8258041907553523
2,RF50,26.18338902039639,0.8475185548686556
2,RF50,29.1346815823531,0.8112070230480355
2,RF50,27.139118104378454,0.8361838387929281
2,RF50,30.209378557119432,0.7970220483614187
2,RF50,26.019861023614993,0.849417248708109
2,RF50,27.22572279224564,0.8351366504361806
2,RF50,25.020599480249185,0.8607610612373007
2,RF50,24.55007735455373,0.8659487054364892
2,RF50,26.24961967409008,0.8467461782770016
2,RF50,25.816651270171494,0.8517601047549974
2,RF50,26.633189187947995,0.8422346479681094
3,RF50,25.7460320062033,0.7908111432568143
3,RF50,32.156307741807424,0.6736750430534857
3,RF50,32.33103531380717,0.67011910765229
3,RF50,30.529666423613907,0.7058546041043867
3,RF50,30.098977117885184,0.7140952238904288
3,RF50,28.854003203019275,0.7372576450589028
3,RF50,27.112783265160303,0.7680116683743627
3,RF50,28.56840857487572,0.7424331103500657
3,RF50,33.44659304709794,0.6469617928910485
3,RF50,28.932757976580536,0.7358214177580626
3,RF50,30.120162943472405,0.7136926015409072
3,RF50,32.775512932485206,0.6609865482639897
3,RF50,29.622762479109724,0.7230706097380262
3,RF50,31.232558606979968,0.6921543196645008
3,RF50,33.36409334698564,0.6487012600763771
3,RF50,28.72381129941817,0.7396233310063688
3,RF50,29.46130302962292,0.7260812008501589
3,RF50,27.919053614127304,0.7540089409607567
3,RF50,29.633986663886674,0.7228607106427845
3,RF50,31.601199482363295,0.68484436874267
3,RF50,27.793188339612133,0.7562219057288095
3,RF50,28.74035649471538,0.7393232856179299
3,RF50,28.2515698790818,0.7481145345713647
3,RF50,27.457104576342594,0.7620819386137343
3,RF50,29.341214281959935,0.7283097189774501
3,RF50,29.39192290647064,0.7273698161282437
3,RF50,27.161257993342506,0.7671813866478141
3,RF50,30.527543240857508,0.7058955153090838
3,RF50,28.075567969742334,0.751243155888188
3,RF50,31.154746187270028,0.6936863348901019
1,RF100,35.20847564565455,0.6616685038803127
1,RF100,35.42173447989458,0.6575575224688874
1,RF100,34.073719868270665,0.683125653435928
1,RF100,34.73657371348816,0.670677091779478
1,RF100,33.36145163270602,0.6962349089114586
1,RF100,36.93336408601763,0.627706273087525
1,RF100,38.75420922670199,0.5900926146464812
1,RF100,36.06899128743775,0.6449283667915122
1,RF100,35.03602465052094,0.6649746802392488
1,RF100,35.53523768861033,0.6553594034784562
1,RF100,36.10023546303114,0.6443129503341123
1,RF100,33.30270641157358,0.6973037494699094
1,RF100,35.68768596672041,0.6523960032874615
1,RF100,31.099648658349498,0.7360273396472822
1,RF100,34.319179664046764,0.6785438192464671
1,RF100,31.180292432679973,0.7346565619724943
1,RF100,35.28326464139284,0.6602296260606628
1,RF100,33.72651214968648,0.6895505854298759
1,RF100,33.17924785313262,0.6995438781318312
1,RF100,35.894377486416175,0.6483579238729407
1,RF100,32.9323916338942,0.7039980809091657
1,RF100,35.24436062127045,0.6609784879444429
1,RF100,34.99791646662008,0.6657030884002794
1,RF100,30.2244395793546,0.7506757635049581
1,RF100,34.358562275603276,0.6778056286589532
1,RF100,35.39953615437069,0.6579865961873342
1,RF100,31.444691744854275,0.7301374205326114
1,RF100,35.44984531626593,0.6570137792362393
1,RF100,35.11129808839958,0.6635335579485464
1,RF100,35.84133723188272,0.6493963820563471
2,RF100,28.10408853002359,0.8243272934753565
2,RF100,26.487586773138265,0.8439549245241966
2,RF100,25.739377625554656,0.8526461912906109
2,RF100,26.073123883591457,0.8488001295797516
2,RF100,24.193635287488398,0.8698130232865828
2,RF100,28.425921076765086,0.8202808423062844
2,RF100,26.121798735498093,0.8482350648769794
2,RF100,26.425474197217905,0.8446859082514464
2,RF100,31.363079342698647,0.7812224894902415
2,RF100,27.749211104561656,0.8287358101866416
2,RF100,29.62557035368858,0.8047915005849968
2,RF100,29.30873105107159,0.808944601377633
2,RF100,29.78179109293193,0.8027273364159805
2,RF100,29.959766950911323,0.8003624900996025
2,RF100,26.52417479169239,0.8435235282308194
2,RF100,29.972989765899403,0.800186230224364
2,RF100,27.97019385987218,0.8259972005198701
2,RF100,25.19904962670973,0.8587678383501725
2,RF100,27.053604435921095,0.8372145613724765
2,RF100,28.82171510936681,0.8152412885325152
2,RF100,24.761376137151267,0.86363125699154
2,RF100,26.151228772015173,0.8478929013313529
2,RF100,26.945685509931238,0.8385106984862134
2,RF100,26.735672921165808,0.8410181590327896
2,RF100,26.608466507807623,0.8425274084041303
2,RF100,24.189388922690604,0.8698587190139127
2,RF100,31.897407364632283,0.7737044299261975
2,RF100,26.220439267819696,0.8470867183061652
2,RF100,27.373138904214205,0.8333464822955386
2,RF100,24.71750908942024,0.8641140084518283
3,RF100,29.57627289375105,0.7239391465687425
3,RF100,29.67539787795855,0.7220856078222373
3,RF100,28.308405800713206,0.7471000392287197
3,RF100,31.35201162724705,0.6897950241278881
3,RF100,28.837681145067524,0.7375548158161743
3,RF100,28.068555754151777,0.7513674004831856
3,RF100,30.86266591616888,0.6994028821685074
3,RF100,29.347193448123953,0.7281989773538387
3,RF100,28.283784033792926,0.7475397768794332
3,RF100,28.796213749014186,0.7383090438517952
3,RF100,29.196956546788968,0.7309747127224985
3,RF100,31.73145426203351,0.6822409783880321
3,RF100,28.507523860660417,0.7435297885836272
3,RF100,27.604105066906378,0.7595275764709158
3,RF100,28.9853904603131,0.7348593925073089
3,RF100,29.557109798119605,0.7242967620629742
3,RF100,28.46119363874033,0.7443627382524263
3,RF100,28.862949293242757,0.7370946949696999
3,RF100,27.75039770884374,0.7569719735615066
3,RF100,28.299786342420543,0.7472540237952132
3,RF100,29.42403517217034,0.726773764249528
3,RF100,30.15080682907677,0.7131097338954322
3,RF100,28.57811677753241,0.7422580262937377
3,RF100,32.19602404811551,0.6728684563166649
3,RF100,30.084242983585256,0.7143750691675526
3,RF100,31.82246496515967,0.6804156006732491
3,RF100,31.66141133283973,0.6836422509579988
3,RF100,31.795268478441486,0.680961621154967
3,RF100,30.66845527134095,0.7031741362714659
3,RF100,30.06492271197036,0.7147418112716124
1,RF150,32.79802959264956,0.7064084913087316
1,RF150,33.490716862533546,0.6938763582694897
1,RF150,33.113295624568124,0.700737157526107
1,RF150,39.34893350087651,0.5774151572917743
1,RF150,29.66786115430657,0.7597737512616765
1,RF150,32.119002180878745,0.718439275732013
1,RF150,34.22019396658607,0.6803954763371722
1,RF150,33.149755642517796,0.7000777767333344
1,RF150,35.31193528376801,0.6596772172713629
1,RF150,35.17260470825407,0.6623575473783407
1,RF150,36.92175192507981,0.6279403408560604
1,RF150,33.588646928414356,0.6920834710742798
1,RF150,35.76526524237068,0.6508830905638352
1,RF150,36.24381211538131,0.6414780707883246
1,RF150,35.0277660537222,0.6651326041455692
1,RF150,38.88187385230421,0.5873875217998454
1,RF150,40.41645008645749,0.5541751064853848
1,RF150,38.034966964845346,0.6051664299782524
1,RF150,30.99667980448621,0.7377724375043673
1,RF150,33.59284322199936,0.6920065290723845
1,RF150,33.14341034769084,0.7001925837813098
1,RF150,32.63331786338975,0.7093499203410921
1,RF150,31.695533963296427,0.7258147240075452
1,RF150,34.1020857748443,0.6825978466970792
1,RF150,32.7545765566276,0.707185915538314
1,RF150,29.868679079204878,0.7565106236925927
1,RF150,30.879144001264947,0.7397573399077642
1,RF150,31.426462488553486,0.7304502217023927
1,RF150,35.23331360825735,0.661190980839446
1,RF150,31.649855045138107,0.7266044543075307
2,RF150,25.623376001665086,0.8539713797660567
2,RF150,28.066718149170665,0.8247941715373579
2,RF150,28.40114662720173,0.8205939722094511
2,RF150,26.50519876927058,0.8437473420841037
2,RF150,25.077976681282152,0.860121723964036
2,RF150,26.30119857853327,0.8461433177086272
2,RF150,27.03808822458424,0.8374012343869423
2,RF150,26.899977254486917,0.8390581058752941
2,RF150,25.426863714978154,0.8562026531128712
2,RF150,25.949776611025595,0.8502273445611654
2,RF150,27.27838463112741,0.8344982538814236
2,RF150,27.57153070039264,0.8309220248914284
2,RF150,24.640477093024305,0.8649596647118678
2,RF150,25.90408130136951,0.8507543534989465
2,RF150,29.0689314461904,0.8120581843766922
2,RF150,26.12824512623154,0.8481601499142519
2,RF150,25.694612059749623,0.8531582969485852
2,RF150,27.008949066216406,0.8377515134493724
2,RF150,28.222115328591173,0.8228486741007323
2,RF150,29.21295792832647,0.8101911975310542
2,RF150,25.925979288825292,0.8505019175501236
2,RF150,27.32593039006181,0.8339208176501199
2,RF150,26.39126125011199,0.8450878168733906
2,RF150,26.022753464623236,0.8493837684421572
2,RF150,26.39200524902166,0.8450790824579473
2,RF150,25.502268164096225,0.8553485141613895
2,RF150,26.076809794143696,0.8487573768514427
2,RF150,29.454353001786238,0.8070413475676785
2,RF150,26.054691315885236,0.849013837512596
2,RF150,29.525376171985354,0.8061096646983062
3,RF150,30.199182230850862,0.712188394338731
3,RF150,28.056511903809962,0.7515807247023455
3,RF150,29.39153066036648,0.7273770927813756
3,RF150,25.51063068158663,0.7946189698717396
3,RF150,28.307166072506377,0.7471221895646893
3,RF150,32.587456552649286,0.6648657090650693
3,RF150,30.1864379768941,0.7124312598718374
3,RF150,32.16483818336214,0.67350188479007
3,RF150,27.763224754859962,0.7567472523036678
3,RF150,29.082004129918424,0.7330889213545856
3,RF150,30.62491090298078,0.7040164296857887
3,RF150,29.050911312518377,0.7336593484115143
3,RF150,29.797232297511787,0.719798929466857
3,RF150,30.627880062240532,0.7039590342560815
3,RF150,29.877699448143655,0.7182835252519709
3,RF150,27.385907971857446,0.7633141877467519
3,RF150,31.53353486353517,0.6861925489094282
3,RF150,29.435088967391163,0.7265684386276985
3,RF150,31.42548299986815,0.6883394307539888
3,RF150,27.42401142849697,0.7626551026739572
3,RF150,31.55255063322373,0.6858139621458763
3,RF150,28.072299799736896,0.7513010661922299
3,RF150,31.600301185172526,0.6848622857457645
3,RF150,31.31154380139118,0.6905953057461429
3,RF150,28.863743282931686,0.7370802302682307
3,RF150,30.6872704845519,0.7028098169717842
3,RF150,29.020660898813023,0.7342137351582412
3,RF150,27.44299487617876,0.7623263992022401
3,RF150,28.994553587618917,0.7346917286516615
3,RF150,27.393629244475534,0.7631807049853989
1,RF200,34.29861580246507,0.6789289333441055
1,RF200,33.77323830435743,0.688689769701908
1,RF200,31.94647769558528,0.7214559110257741
1,RF200,28.491937129603482,0.7784397030085277
1,RF200,30.81500241417521,0.7408373595286037
1,RF200,31.12768499007829,0.7355511824356018
1,RF200,36.55024751884382,0.6353899555643447
1,RF200,32.323154548187105,0.7148486307188214
1,RF200,39.62375969219923,0.5714915937416281
1,RF200,33.56754470634485,0.6924702494922328
1,RF200,32.01403982873852,0.7202765050981232
1,RF200,34.79739342277553,0.6695228698222108
1,RF200,33.78798093241169,0.6884179253143521
1,RF200,33.46476426706475,0.6943506165434394
1,RF200,32.86167491872637,0.7052679436857919
1,RF200,33.198192645594204,0.6992006693925339
1,RF200,32.773765641252346,0.7068427280684608
1,RF200,30.41975286028731,0.7474430369061252
1,RF200,34.22794528863967,0.6802506707190576
1,RF200,33.51406184986465,0.6934494373818374
1,RF200,32.24121412376638,0.716292537319543
1,RF200,33.982285767135046,0.6848239856190144
1,RF200,34.03416821902428,0.6838608610486484
1,RF200,32.221515214359066,0.7166391136158783
1,RF200,35.6039259171186,0.6540257621217864
1,RF200,32.290263736256,0.7154286538263692
1,RF200,35.620161068978064,0.6537101663108644
1,RF200,38.43669464190613,0.5967818702224421
1,RF200,35.029873050410714,0.6650923169223589
1,RF200,29.794152999935786,0.7577241805332118
2,RF200,27.57923582802275,0.8308275107763287
2,RF200,24.300897387012952,0.868656100553964
2,RF200,26.88114432031949,0.8392833809414496
2,RF200,25.355028333895575,0.857014011183757
2,RF200,24.58460127013524,0.8655714170401754
2,RF200,25.26096403903655,0.8580729670069717
2,RF200,26.55418414736315,0.8431692541005809
2,RF200,25.448163123142887,0.8559616417768987
2,RF200,27.643347447532914,0.8300400684609357
2,RF200,28.447172589771473,0.8200120220501156
2,RF200,27.177462452630124,0.8357206062469685
2,RF200,27.86321933249878,0.8273256340747217
2,RF200,26.989091213367786,0.8379900064124257
2,RF200,25.979794984895936,0.849880633909095
2,RF200,27.357888645091094,0.8335321242395268
2,RF200,29.133426778543715,0.8112232849759033
2,RF200,25.611171774080912,0.8541104513777404
2,RF200,24.91195124406546,0.8619676845581312
2,RF200,25.02753730633361,0.8606838329140802
2,RF200,25.25971634726046,0.8580869868059303
2,RF200,27.64221803097314,0.8300539561885493
2,RF200,29.445727294489625,0.80715434690232
2,RF200,27.514998492063405,0.8316146634158645
2,RF200,26.77904930370823,0.8405018712020665
2,RF200,30.190587524004933,0.7972744851434346
2,RF200,27.884462458927675,0.8270622372538058
2,RF200,30.363862408145003,0.7949407747348287
2,RF200,31.8209896928931,0.7747874186287129
2,RF200,26.404700011967282,0.8449300102445781
2,RF200,27.090483485924935,0.8367704457503341
3,RF200,32.05942333536118,0.6756384632363285
3,RF200,29.520516021116084,0.7249790193890668
3,RF200,29.732115381364544,0.7210222573795255
3,RF200,26.86015814381025,0.7723146605736744
3,RF200,25.52594977871414,0.7943722337837256
3,RF200,30.924245345508893,0.698202139117183
3,RF200,29.09293926938648,0.7328881608712075
3,RF200,31.95385507775637,0.6777711219446941
3,RF200,29.373815929075175,0.7277056218540101
3,RF200,29.701450469343676,0.7215974210510443
3,RF200,29.12594388501022,0.7322817646505047
3,RF200,26.41040745263907,0.7798756230744062
3,RF200,29.968637595750646,0.7165660059978289
3,RF200,25.842806387604355,0.7892355863645616
3,RF200,30.86642276631171,0.69932969555127
3,RF200,31.71905294951555,0.6824893035268669
3,RF200,29.790472160956245,0.7199260542018919
3,RF200,32.56880749112861,0.6652491787998032
3,RF200,28.8132969077649,0.7379984589786712
3,RF200,30.711248847664383,0.7023451996817904
3,RF200,29.599609389161586,0.7235033354416485
3,RF200,31.606611568005754,0.68473641111122
3,RF200,28.636796404218817,0.741198493209269
3,RF200,29.316195486044627,0.7287728535720015
3,RF200,29.689201504244675,0.721827001778084
3,RF200,28.37970946133957,0.7458244178730973
3,RF200,28.090212683979,0.7509835762408591
3,RF200,29.185708385960847,0.731181957392035
3,RF200,32.5620168956911,0.6653887553208739
3,RF200,30.735684368370837,0.7018713509231935
1,GBM50,28.70367420534159,0.7751344279912538
1,GBM50,36.68245049421913,0.6327475818040529
1,GBM50,38.90305984570564,0.5869377499168897
1,GBM50,31.797157181197615,0.7240537024933349
1,GBM50,31.757339650955902,0.7247443693044884
1,GBM50,31.381044179731525,0.7312287788497763
1,GBM50,36.37585932979558,0.6388609033543174
1,GBM50,34.06046429089789,0.6833721504671016
1,GBM50,34.59728882573437,0.6733128002819324
1,GBM50,30.398148692920646,0.7478016424078864
1,GBM50,37.25726547052075,0.6211476927199748
1,GBM50,29.872421790970613,0.7564495987207643
1,GBM50,33.59818773706614,0.6919085197030861
1,GBM50,30.927527634870437,0.7389411676634609
1,GBM50,32.8051235042343,0.7062814752979354
1,GBM50,35.04732773902458,0.664758478103451
1,GBM50,32.13216962802788,0.7182083721764163
1,GBM50,34.29468099098707,0.6790025970545158
1,GBM50,31.000322348611547,0.7377108030585787
1,GBM50,33.22469888032488,0.698720146811713
1,GBM50,38.674708796860976,0.5917726586283418
1,GBM50,34.135429394906474,0.6819768576553664
1,GBM50,34.2899438314907,0.6790912703315151
1,GBM50,29.181394411112915,0.767587188227629
1,GBM50,34.36699245951555,0.677647502658159
1,GBM50,33.65628295146689,0.6908421458159326
1,GBM50,35.07792768457715,0.6641728214334787
1,GBM50,30.77582855402187,0.7414958665591094
1,GBM50,34.76782559581549,0.6700842531991353
1,GBM50,33.558244532305665,0.6926406333568962
2,GBM50,32.18281450969875,0.7696366810778602
2,GBM50,29.72691005709187,0.8034537234004258
2,GBM50,31.847592375795305,0.7744107010392568
2,GBM50,28.534663523719534,0.818903192542783
2,GBM50,33.44983231911921,0.7511411025222656
2,GBM50,28.711366476882706,0.8166533378799885
2,GBM50,31.123420370678797,0.7845532635403004
2,GBM50,29.83313713002423,0.8020465243591599
2,GBM50,27.865091527579164,0.8273024285035699
2,GBM50,28.5216551595506,0.8190682714998264
2,GBM50,32.62256735679768,0.7632982026498526
2,GBM50,28.18220929259401,0.8233493034149804
2,GBM50,30.80801754171755,0.7888977858379173
2,GBM50,31.22462502410145,0.7831498404825088
2,GBM50,30.516033328706527,0.7928802831244847
2,GBM50,28.60673463991968,0.8179872306758563
2,GBM50,29.026531650562557,0.8126060464842758
2,GBM50,25.50621184502414,0.8553037727752308
2,GBM50,27.362715161414744,0.8334733820753272
2,GBM50,28.46138361613188,0.8198321480904142
2,GBM50,29.86220099518101,0.8016606383178684
2,GBM50,27.99159593267054,0.8257308137109242
2,GBM50,29.583860051492767,0.8053407878146194
2,GBM50,29.563865929380892,0.8056038180508873
2,GBM50,27.857583090631227,0.827395485016561
2,GBM50,30.07112088575253,0.7988757138421609
2,GBM50,27.13789792150507,0.8361985689090696
2,GBM50,27.842818987450876,0.8275783921672899
2,GBM50,30.274932078044465,0.7961401794335615
2,GBM50,28.619031192604492,0.8178307213319242
3,GBM50,34.40209339202795,0.6265025184013825
3,GBM50,29.769827124211176,0.7203141066864196
3,GBM50,35.28219221098103,0.6071479172054384
3,GBM50,34.4385874831276,0.6257096782317895
3,GBM50,33.97038729389785,0.6358176170267458
3,GBM50,36.150583463601315,0.5875716040872971
3,GBM50,31.826343681289003,0.6803376901336777
3,GBM50,33.48010384077734,0.6462540067705097
3,GBM50,30.205590684301683,0.7120662305686772
3,GBM50,28.84180139143355,0.7374798156065325
3,GBM50,31.078113293734745,0.6951913917840666
3,GBM50,36.21926007790215,0.5860031043612266
3,GBM50,32.57388848599753,0.6651447230330514
3,GBM50,29.872766962990514,0.7183765342622961
3,GBM50,27.221099572019863,0.7661543663902655
3,GBM50,31.576277248623096,0.6853412666618963
3,GBM50,24.916165671683213,0.8040792851922418
3,GBM50,31.56878609411266,0.6854905481978423
3,GBM50,31.862611561497417,0.6796087292338391
3,GBM50,29.38572947845066,0.7274847005830214
3,GBM50,30.736617754793514,0.7018532434065241
3,GBM50,29.91441118705083,0.717590790816207
3,GBM50,31.59128813223418,0.6850420275666667
3,GBM50,35.24796233590552,0.607909817403443
3,GBM50,32.156198561909804,0.6736772589835727
3,GBM50,30.458993851201086,0.7072148515834806
3,GBM50,35.00615393223331,0.6132710062072471
3,GBM50,35.01252890659977,0.613130138866439
3,GBM50,25.556453804828156,0.7938804814554545
3,GBM50,30.728242039603803,0.7020157109945953
1,GBM100,36.25758910906237,0.6412054563563248
1,GBM100,39.74764048705832,0.5688080047055599
1,GBM100,38.22390898751005,0.6012339461647269
1,GBM100,33.73863034269019,0.6893274516661454
1,GBM100,37.68095784960081,0.6124820250701354
1,GBM100,31.410508219367355,0.7307238368516679
1,GBM100,38.04324262742694,0.6049945952096105
1,GBM100,37.084895945802,0.6246450793995546
1,GBM100,36.40189384279986,0.6383437776970327
1,GBM100,37.19334949689819,0.6224464430836245
1,GBM100,33.10695038047321,0.7008518373737564
1,GBM100,38.77212925997694,0.589713442812912
1,GBM100,35.593444320894555,0.6542294378896465
1,GBM100,33.184003788865084,0.6994577367927819
1,GBM100,35.282730618767225,0.660239911032642
1,GBM100,39.524429883626745,0.5736372916000285
1,GBM100,34.22033635494636,0.6803928166176636
1,GBM100,39.44832933629231,0.5752775530432943
1,GBM100,36.52703780592765,0.6358528693969232
1,GBM100,30.739036585870004,0.7421135715079534
1,GBM100,37.776887717187115,0.6105063922592975
1,GBM100,29.328261253825,0.7652418834685046
1,GBM100,34.37893271580063,0.6774234714125733
1,GBM100,35.13998422312824,0.662983543277934
1,GBM100,31.234532413981256,0.7337325975026896
1,GBM100,32.71672507409016,0.7078622816711536
1,GBM100,32.252883200359435,0.7160871354259595
1,GBM100,42.10962463865197,0.5160386001311864
1,GBM100,39.28350746846188,0.5788192646845869
1,GBM100,40.92264077607765,0.5429378200579529
2,GBM100,30.31616261198252,0.7955845400247675
2,GBM100,32.746648886420665,0.7614941645749922
2,GBM100,32.43480001472949,0.7660151537772037
2,GBM100,33.633738404289964,0.7483971439293937
2,GBM100,36.381472492201866,0.7056081194352778
2,GBM100,31.845524310860004,0.7744399979585329
2,GBM100,26.01489596889,0.8494747109879789
2,GBM100,29.699848193773015,0.8038114119345795
2,GBM100,28.229532566016147,0.8227555452834207
2,GBM100,31.81951386147044,0.7748083084941706
2,GBM100,27.624417454564256,0.8302727637745364
2,GBM100,31.69844735993583,0.7765186617757122
2,GBM100,34.592871888664014,0.7338426157815325
2,GBM100,29.487914314415526,0.806601369468883
2,GBM100,29.8336644422279,0.8020395264892733
2,GBM100,32.370862905055326,0.766936729954992
2,GBM100,31.870576807222328,0.7740849676063677
2,GBM100,31.993945567180376,0.7723325800901326
2,GBM100,32.681271332628796,0.762445551250798
2,GBM100,32.18595147535076,0.7695917703359565
2,GBM100,28.25023278826762,0.8224955094643014
2,GBM100,30.781529885828945,0.7892606263917583
2,GBM100,29.368892011381973,0.808159451521194
2,GBM100,35.74903600042899,0.715754267537675
2,GBM100,32.32717348633043,0.7675654143044837
2,GBM100,28.976488350015618,0.8132516439757969
2,GBM100,30.505949284148542,0.793017146218119
2,GBM100,33.625436645421594,0.7485213340170809
2,GBM100,31.004657769739488,0.7861943554417868
2,GBM100,38.4850709679682,0.6705800733338055
3,GBM100,32.58609858461211,0.6648936395770522
3,GBM100,30.438889053392092,0.7076012362127154
3,GBM100,32.78626651682125,0.6607640524140748
3,GBM100,31.580280717213267,0.685261472188075
3,GBM100,29.820549035459237,0.7193602356246802
3,GBM100,29.263632432589993,0.7297445858175156
3,GBM100,36.657292389534675,0.5759288733844528
3,GBM100,29.5515788555684,0.7243999356212496
3,GBM100,33.24559389884226,0.6511922482126257
3,GBM100,31.58914270341237,0.6850848049908811
3,GBM100,32.70676108285829,0.6624073257812217
3,GBM100,32.05501111470946,0.6757277384658849
3,GBM100,31.47150341789735,0.6874259522463733
3,GBM100,32.73378980515802,0.6618491250517762
3,GBM100,31.310598752226227,0.6906139824512665
3,GBM100,31.300199951823124,0.6908194533985259
3,GBM100,31.309521684064322,0.6906352675183718
3,GBM100,34.631992814952056,0.6214938832343542
3,GBM100,33.56356507772747,0.6444881294596411
3,GBM100,31.639575641536098,0.6840784607036892
3,GBM100,30.009085115433347,0.7158004097366577
3,GBM100,32.34038787804098,0.6699282273760658
3,GBM100,31.32826094804256,0.6902648369301301
3,GBM100,32.730560038503505,0.6619158508752592
3,GBM100,35.2288372207665,0.6083351886884542
3,GBM100,34.44735025191429,0.6255191804757931
3,GBM100,31.69894824956172,0.682891675833513
3,GBM100,33.45765117625761,0.6467283109666775
3,GBM100,35.00708096238121,0.6132505232839294
3,GBM100,31.91827371146741,0.6784883412127067
1,GBM150,37.16042479839807,0.6231145912938446
1,GBM150,36.799725014946,0.6303956016318938
1,GBM150,40.45198111008834,0.553390892250053
1,GBM150,46.17737087041317,0.41802223951572703
1,GBM150,40.580356330462386,0.5505517473844801
1,GBM150,40.790298963306235,0.5458892732377975
1,GBM150,34.723378976325705,0.6709272318169857
1,GBM150,39.15612489044918,0.5815463176152069
1,GBM150,36.955741112213914,0.6272550090118831
1,GBM150,38.3969095249561,0.5976161655835535
1,GBM150,42.95753849868729,0.4963524103193384
1,GBM150,40.236061242609466,0.5581458839991706
